time,ltp
13:57:10,22115.85
13:57:10,22115.45
13:57:11,22112.55
13:57:11,22112.35
13:57:12,22113.7
13:57:12,22111.55
13:57:13,22113.4
13:57:13,22112.75
13:57:14,22112.1
13:57:14,22112.95
13:57:15,22112.15
13:57:15,22112.55
13:57:16,22112.35
13:57:16,22112.35
13:57:17,22112.6
13:57:17,22112.4
13:57:18,22111.25
13:57:18,22112.75
13:57:19,22115.65
13:57:19,22114.75
13:57:20,22113.95
13:57:20,22113.6
13:57:21,22113.2
13:57:21,22114.0
13:57:22,22115.0
13:57:22,22115.65
13:57:23,22114.5
13:57:23,22114.35
13:57:24,22114.6
13:57:24,22113.9
13:57:25,22113.6
13:57:25,22113.15
13:57:26,22113.15
13:57:26,22113.5
13:57:27,22113.2
13:57:27,22112.9
13:57:28,22113.85
13:57:28,22115.05
13:57:29,22113.4
13:57:29,22112.95
13:57:30,22112.9
13:57:30,22113.55
13:57:31,22112.1
13:57:31,22113.5
13:57:32,22114.2
13:57:32,22112.9
13:57:33,22112.35
13:57:33,22112.3
13:57:34,22113.0
13:57:34,22114.6
13:57:35,22114.1
13:57:35,22113.85
13:57:36,22114.1
13:57:36,22113.25
13:57:37,22113.3
13:57:37,22114.55
13:57:38,22113.95
13:57:38,22113.3
13:57:39,22112.95
13:57:39,22113.2
13:57:40,22113.1
13:57:40,22112.8
13:57:41,22112.55
13:57:41,22112.45
13:57:42,22112.3
13:57:42,22111.6
13:57:43,22111.9
13:57:43,22113.85
13:57:44,22112.85
13:57:44,22112.8
13:57:45,22112.7
13:57:45,22111.8
13:57:46,22112.1
13:57:46,22112.15
13:57:47,22112.05
13:57:47,22113.15
13:57:48,22112.2
13:57:48,22111.4
13:57:49,22111.1
13:57:49,22111.15
13:57:50,22111.2
13:57:50,22111.15
13:57:51,22108.55
13:57:51,22109.05
13:57:52,22110.6
13:57:52,22112.75
13:57:53,22112.85
13:57:53,22111.1
13:57:54,22110.7
13:57:54,22111.7
13:57:55,22110.4
13:57:55,22110.75
13:57:56,22112.75
13:57:56,22112.1
13:57:57,22112.2
13:57:57,22115.9
13:57:58,22114.85
13:57:58,22113.85
13:57:59,22112.85
13:57:59,22114.5
13:58:00,22112.55
13:58:00,22115.35
13:58:01,22112.9
13:58:01,22113.65
13:58:02,22115.45
13:58:02,22113.9
13:58:03,22114.4
13:58:03,22113.8
13:58:04,22114.95
13:58:04,22115.0
13:58:05,22115.15
13:58:05,22115.45
13:58:06,22115.45
13:58:06,22115.2
13:58:07,22114.75
13:58:07,22113.9
13:58:08,22113.2
13:58:08,22113.2
13:58:09,22113.2
13:58:09,22113.1
13:58:10,22113.05
13:58:10,22112.5
13:58:11,22112.65
13:58:11,22111.65
13:58:12,22111.9
13:58:12,22110.8
13:58:13,22112.35
13:58:13,22111.25
13:58:14,22111.75
13:58:14,22110.75
13:58:15,22110.6
13:58:15,22110.6
13:58:16,22109.9
13:58:16,22110.5
13:58:17,22110.55
13:58:17,22110.85
13:58:18,22110.45
13:58:18,22111.0
13:58:19,22109.9
13:58:19,22112.15
13:58:20,22112.1
13:58:20,22112.55
13:58:21,22110.2
13:58:21,22110.55
13:58:22,22110.85
13:58:22,22110.6
13:58:23,22109.85
13:58:23,22111.4
13:58:24,22113.5
13:58:24,22112.1
13:58:25,22111.95
13:58:25,22111.9
13:58:26,22111.85
13:58:26,22112.05
13:58:27,22112.25
13:58:27,22109.55
13:58:28,22110.5
13:58:28,22111.45
13:58:29,22109.5
13:58:29,22109.65
13:58:30,22109.95
13:58:30,22110.5
13:58:31,22111.35
13:58:31,22111.25
13:58:32,22111.25
13:58:32,22110.55
13:58:33,22109.35
13:58:33,22109.75
13:58:34,22110.2
13:58:34,22109.65
13:58:35,22110.5
13:58:35,22110.1
13:58:36,22112.15
13:58:36,22110.85
13:58:37,22112.45
13:58:37,22110.95
13:58:38,22111.0
13:58:38,22111.05
13:58:39,22110.45
13:58:39,22110.35
13:58:40,22110.35
13:58:40,22113.7
13:58:41,22109.4
13:58:41,22110.55
13:58:42,22110.65
13:58:42,22110.3
13:58:43,22113.35
13:58:43,22112.1
13:58:44,22112.15
13:58:44,22111.8
13:58:45,22110.9
13:58:45,22110.55
13:58:46,22110.75
13:58:46,22110.55
13:58:47,22110.3
13:58:47,22110.1
13:58:48,22110.15
13:58:48,22110.05
13:58:49,22111.3
13:58:49,22110.95
13:58:50,22111.7
13:58:50,22111.05
13:58:51,22107.45
13:58:51,22108.3
13:58:52,22109.0
13:58:52,22108.75
13:58:53,22108.3
13:58:53,22108.3
13:58:54,22109.9
13:58:54,22110.0
13:58:55,22109.95
13:58:55,22110.65
13:58:56,22110.25
13:58:56,22109.8
13:58:57,22109.5
13:58:57,22110.75
13:58:58,22110.85
13:58:58,22110.7
13:58:59,22109.5
13:58:59,22109.6
13:59:00,22110.1
13:59:00,22111.75
13:59:01,22110.85
13:59:01,22111.2
13:59:02,22112.65
13:59:02,22110.8
13:59:03,22112.6
13:59:03,22112.1
13:59:04,22112.45
13:59:04,22113.7
13:59:05,22113.6
13:59:05,22114.25
13:59:06,22114.55
13:59:06,22113.25
13:59:07,22113.25
13:59:07,22112.5
13:59:08,22112.1
13:59:08,22113.4
13:59:09,22113.65
13:59:09,22113.2
13:59:10,22112.7
13:59:10,22111.6
13:59:11,22111.05
13:59:11,22109.9
13:59:12,22108.5
13:59:12,22108.2
13:59:13,22109.35
13:59:13,22109.1
13:59:14,22109.1
13:59:14,22109.05
13:59:15,22106.85
13:59:15,22107.5
13:59:16,22108.05
13:59:16,22107.8
13:59:17,22107.4
13:59:17,22106.15
13:59:18,22106.55
13:59:18,22105.6
13:59:19,22105.65
13:59:19,22106.75
13:59:20,22106.05
13:59:20,22106.75
13:59:21,22103.95
13:59:21,22102.75
13:59:22,22106.3
13:59:22,22104.5
13:59:23,22104.15
13:59:23,22104.8
13:59:24,22104.5
13:59:24,22105.2
13:59:25,22105.35
13:59:25,22105.2
13:59:26,22106.4
13:59:26,22107.15
13:59:27,22106.55
13:59:27,22106.55
13:59:28,22105.4
13:59:28,22105.45
13:59:29,22106.05
13:59:29,22103.4
13:59:30,22104.0
13:59:30,22106.35
13:59:31,22104.95
13:59:31,22106.3
13:59:32,22105.35
13:59:32,22105.85
13:59:33,22106.1
13:59:33,22106.25
13:59:34,22106.35
13:59:34,22105.65
13:59:35,22104.7
13:59:35,22108.6
13:59:36,22107.45
13:59:36,22107.2
13:59:37,22107.1
13:59:37,22106.5
13:59:38,22106.85
13:59:38,22107.05
13:59:39,22106.0
13:59:39,22106.75
13:59:40,22107.05
13:59:40,22106.2
13:59:41,22104.75
13:59:41,22105.7
13:59:42,22105.6
13:59:42,22103.2
13:59:43,22103.95
13:59:43,22102.75
13:59:44,22102.8
13:59:44,22102.25
13:59:45,22100.35
13:59:45,22099.75
13:59:46,22101.65
13:59:46,22101.6
13:59:47,22101.3
13:59:47,22101.05
13:59:48,22101.0
13:59:48,22100.65
13:59:49,22100.75
13:59:49,22100.75
13:59:50,22100.6
13:59:50,22099.65
13:59:51,22098.6
13:59:51,22099.6
13:59:52,22099.35
13:59:52,22100.9
13:59:53,22098.7
13:59:53,22099.0
13:59:54,22100.35
13:59:54,22099.5
13:59:55,22100.55
13:59:55,22099.0
13:59:56,22100.05
13:59:56,22099.2
13:59:57,22101.35
13:59:57,22102.15
13:59:58,22101.8
13:59:58,22100.65
13:59:59,22099.0
13:59:59,22100.2
14:00:00,22099.7
14:00:00,22102.9
14:00:01,22101.65
14:00:01,22103.0
14:00:02,22103.1
14:00:02,22103.25
14:00:03,22102.7
14:00:03,22103.7
14:00:04,22104.15
14:00:04,22103.1
14:00:05,22101.6
14:00:05,22102.3
14:00:06,22103.3
14:00:06,22103.05
14:00:07,22103.35
14:00:07,22102.9
14:00:08,22104.45
14:00:08,22103.05
14:00:09,22102.55
14:00:09,22102.05
14:00:10,22101.95
14:00:10,22101.5
14:00:11,22105.9
14:00:11,22104.25
14:00:12,22103.4
14:00:12,22103.15
14:00:13,22105.95
14:00:13,22104.15
14:00:14,22103.75
14:00:14,22103.6
14:00:15,22106.65
14:00:15,22106.05
14:00:16,22104.95
14:00:16,22105.35
14:00:17,22105.55
14:00:17,22104.45
14:00:18,22106.7
14:00:18,22106.05
14:00:19,22105.35
14:00:19,22105.5
14:00:20,22104.95
14:00:20,22104.35
14:00:21,22104.9
14:00:21,22107.25
14:00:22,22107.0
14:00:22,22105.15
14:00:23,22105.1
14:00:23,22105.55
14:00:24,22107.95
14:00:24,22105.55
14:00:25,22105.35
14:00:25,22105.25
14:00:26,22105.25
14:00:26,22105.6
14:00:27,22104.9
14:00:27,22105.45
14:00:28,22106.15
14:00:28,22107.15
14:00:29,22105.45
14:00:29,22106.35
14:00:30,22105.25
14:00:30,22107.6
14:00:31,22107.6
14:00:31,22105.45
14:00:32,22105.65
14:00:32,22108.3
14:00:33,22106.6
14:00:33,22106.65
14:00:34,22107.65
14:00:34,22107.75
14:00:35,22105.75
14:00:35,22106.2
14:00:36,22107.2
14:00:36,22106.5
14:00:37,22106.8
14:00:37,22106.15
14:00:38,22106.4
14:00:38,22106.85
14:00:39,22106.75
14:00:39,22107.0
14:00:40,22106.7
14:00:40,22106.35
14:00:41,22104.1
14:00:42,22104.7
14:00:42,22105.8
14:00:42,22104.1
14:00:43,22105.15
14:00:43,22103.65
14:00:44,22104.85
14:00:44,22105.0
14:00:45,22104.65
14:00:45,22103.9
14:00:46,22103.9
14:00:46,22104.1
14:00:47,22104.15
14:00:47,22102.4
14:00:48,22101.8
14:00:48,22102.05
14:00:49,22101.35
14:00:49,22101.8
14:00:50,22101.35
14:00:50,22100.2
14:00:51,22097.85
14:00:51,22099.6
14:00:52,22099.0
14:00:52,22097.75
14:00:53,22097.25
14:00:53,22097.6
14:00:54,22098.45
14:00:54,22099.7
14:00:55,22099.15
14:00:55,22098.75
14:00:56,22098.75
14:00:56,22099.8
14:00:57,22099.55
14:00:57,22102.75
14:00:58,22102.0
14:00:58,22101.85
14:00:59,22100.5
14:00:59,22099.65
14:01:00,22100.9
14:01:00,22101.85
14:01:01,22100.95
14:01:01,22100.95
14:01:02,22103.35
14:01:02,22101.6
14:01:03,22102.1
14:01:03,22101.95
14:01:04,22103.15
14:01:04,22102.45
14:01:05,22102.35
14:01:05,22101.7
14:01:06,22103.85
14:01:06,22103.05
14:01:07,22104.55
14:01:07,22102.5
14:01:08,22103.15
14:01:08,22102.95
14:01:09,22101.8
14:01:09,22102.0
14:01:10,22102.9
14:01:10,22102.6
14:01:11,22102.2
14:01:11,22103.4
14:01:12,22101.6
14:01:12,22100.15
14:01:13,22103.6
14:01:13,22102.5
14:01:14,22102.95
14:01:14,22101.4
14:01:15,22100.75
14:01:15,22100.75
14:01:16,22101.7
14:01:16,22101.95
14:01:17,22100.65
14:01:17,22101.75
14:01:18,22101.6
14:01:18,22100.7
14:01:19,22101.2
14:01:19,22101.85
14:01:20,22103.3
14:01:20,22101.35
14:01:21,22099.85
14:01:21,22098.85
14:01:22,22097.8
14:01:22,22097.55
14:01:23,22101.4
14:01:23,22100.55
14:01:24,22098.9
